OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
UNKNOWN,,2022-12-14T05:02:18.078144,14.50068679,.0017853,99.3271,131.0716,188.4838,296.1221,0,U,89281,999,47601,.3258E-2,.12631E-3,0
UNKNOWN,,2022-12-14T05:39:54.422784,8.88700716,.273117,84.8771,8.7358,266.5691,149.2311,0,U,89304,999,34066,.88607E-2,.2279E-4,0
UNKNOWN,,2022-12-11T03:55:08.711328,2.40671121,.7118864,19.2783,297.5541,108.3508,336.0107,0,U,89314,999,6129,.64392E-2,.2702E-4,0
UNKNOWN,,2022-12-13T17:02:01.782240,13.87339827,.0010508,82.5510,136.5112,312.5257,47.5017,0,U,89327,999,32261,.16193E-2,.1921E-4,0
UNKNOWN,,2022-12-13T06:40:03.689472,15.00504491,.0040312,86.2335,85.0058,291.3224,68.3707,0,U,89347,999,33733,.13293E-1,.17417E-2,0
UNKNOWN,,2022-12-09T06:01:22.207008,12.95644558,.0029924,90.2555,342.3777,272.9250,86.8445,0,U,89349,999,33634,.31868E-4,.16E-6,0
UNKNOWN,,2022-12-13T13:40:19.619328,13.50223971,.0053563,100.5529,276.3972,284.5064,75.0129,0,U,89379,999,43232,.40455E-2,.2556E-4,0
UNKNOWN,,2022-12-14T07:54:26.811936,15.35186959,.0022272,98.7165,181.9429,295.5493,64.3443,0,U,89381,999,31633,.19223E-1,.714632E-2,0
UNKNOWN,,2022-12-13T16:02:01.317984,14.78524336,.0074153,74.0488,79.4256,42.2677,318.4180,0,U,89389,999,38093,.13314E-2,.10167E-3,0
UNKNOWN,,2022-12-13T20:13:23.649312,14.90396164,.0174199,97.4627,125.7477,132.0389,229.5806,0,U,89391,999,34076,.16889E-2,.21964E-3,0
UNKNOWN,,2022-12-13T00:37:20.714880,12.01216346,.0225776,102.3096,5.0366,193.0258,200.5631,0,U,89395,999,46170,-.25748E-2,-.269E-5,0
UNKNOWN,,2022-12-01T15:24:04.490496,8.12980771,.1772835,63.4492,79.4311,116.8353,262.4441,0,U,89400,999,31429,0,-.16E-6,0
UNKNOWN,,2022-12-12T11:35:41.845344,12.97117712,.0030085,90.2560,340.8398,252.7980,260.3288,0,U,89403,999,33562,.2314E-2,.677E-5,0
UNKNOWN,,2022-12-14T09:47:05.485632,15.12298203,.0108518,97.3101,144.1858,260.6690,98.2258,0,U,89453,999,34320,.16472E-2,.32972E-3,0
UNKNOWN,,2022-12-13T08:24:31.307904,13.35903818,.0048753,100.2694,128.5923,21.2876,339.0262,0,U,89460,999,28676,.27019E-2,.1345E-4,0
UNKNOWN,,2022-12-13T10:55:52.653792,14.71669823,.0247104,99.4666,57.6286,171.8132,188.7220,0,U,89483,999,33771,.15556E-2,.15653E-3,0
UNKNOWN,,2022-12-14T12:06:41.347872,8.87640912,.2656552,84.8846,68.0168,319.0640,23.7990,0,U,89484,999,25738,.69326E-1,.12302E-3,0
UNKNOWN,,2022-12-13T08:02:51.402624,14.19208649,.0124901,98.4095,306.3248,208.6015,150.8272,0,U,89490,999,32423,.24205E-2,.5443E-4,0
UNKNOWN,,2022-12-13T09:57:22.516416,13.95202964,.0023799,82.5305,228.8564,242.3943,117.4806,0,U,89492,999,46120,.59573E-3,.821E-5,0
UNKNOWN,,2022-12-08T19:56:09.243456,14.07449530,.0091729,99.1066,24.5424,251.3697,107.7494,0,U,89493,999,30877,.12437E-2,.213E-4,0
UNKNOWN,,2022-12-07T13:41:14.730432,14.07416860,.0092218,99.1074,23.2566,254.8881,104.2071,0,U,89494,999,30845,.1042E-2,.1776E-4,0
UNKNOWN,,2022-12-05T09:05:41.621280,12.95361084,.00287639,90.2678,318.8860,267.0273,92.7555,0,U,270000,999,14307,.55698123E-3,.164E-5,0
UNKNOWN,,2022-12-05T01:03:23.606208,12.45392876,.00441984,101.7360,95.8200,151.7114,208.6367,0,U,270001,999,13754,.77365294E-3,.68E-6,0
UNKNOWN,,2022-12-03T15:21:32.595840,13.00915175,.05361102,99.6725,113.6253,264.4219,89.5544,0,U,270003,999,14335,.27402418E-2,.1602E-4,0
UNKNOWN,,2022-12-05T08:05:39.262272,12.23669850,.01636901,101.6519,186.5357,22.2789,338.5276,0,U,270004,999,13520,.25653212E-3,-.11E-6,0
UNKNOWN,,2022-12-04T03:09:45.183744,12.11596521,.04259829,103.0777,126.9145,231.5479,124.6609,0,U,270005,999,13358,.10579286E-1,.1253E-4,0
UNKNOWN,,2022-12-05T03:22:31.548288,12.38761436,.00938029,102.0855,288.7129,144.4313,216.3049,0,U,270006,999,13683,.10190259E-3,-.31E-6,0
UNKNOWN,,2022-12-05T11:57:41.525856,12.91029078,.05637577,31.9919,279.0007,12.1767,349.1853,0,U,270007,999,14289,.24154106E-3,.149E-5,0
UNKNOWN,,2022-12-04T18:22:00.085728,12.96995187,.00335767,90.2501,357.6461,219.7045,140.1617,0,U,270008,999,14314,.10537115E-3,.38E-6,0
UNKNOWN,,2022-12-05T01:26:19.133088,11.90661054,.00525196,82.5002,109.4005,105.3670,255.3191,0,U,270009,999,13146,-.44549312E-4,.6E-7,0
UNKNOWN,,2022-12-04T23:29:37.598496,12.68315005,.0378137,104.0203,78.9579,310.6279,46.2473,0,U,270010,999,13974,.19891795E-1,.507E-4,0
UNKNOWN,,2022-12-05T10:06:01.314720,13.14826369,.00763018,99.8162,217.5178,345.1453,14.7421,0,U,270011,999,14455,.30192541E-1,.11398E-3,0
UNKNOWN,,2022-12-05T05:42:23.868000,12.96404984,.00334685,90.2597,330.5296,225.9879,133.8482,0,U,270012,999,14316,-.5774348E-3,-.158E-5,0
UNKNOWN,,2022-12-05T03:09:11.695104,12.16362660,.01564361,102.5239,298.8037,312.2521,46.5348,0,U,270013,999,13434,.28346116E-3,-.16E-6,0
UNKNOWN,,2022-12-05T04:14:42.065664,12.54701625,.00651826,101.7058,308.6356,11.0225,349.2260,0,U,270014,999,13850,.73282544E-3,.75E-6,0
UNKNOWN,,2022-12-05T05:26:09.235392,13.03682122,.00296438,90.2662,333.8274,13.8869,346.3064,0,U,270015,999,14392,.19226265E-2,.618E-5,0
UNKNOWN,,2022-12-04T04:15:40.650912,13.76861476,.02416054,98.6410,141.3226,290.1590,67.3723,0,U,270016,999,15167,.68732406E-3,.798E-5,0
UNKNOWN,,2022-11-19T18:56:36.224160,13.00858338,.0036837,90.2716,351.5514,134.5242,225.8900,0,U,270017,999,14160,.85613243E-3,.269E-5,0
UNKNOWN,,2022-11-25T18:03:51.507936,12.95015615,.00504818,90.2597,340.8899,351.8532,8.1762,0,U,270019,999,14168,.49273013E-4,.21E-6,0
UNKNOWN,,2022-12-04T06:44:50.748288,13.89980728,.00222529,82.5344,337.5270,69.4889,290.8660,0,U,270020,999,15320,.13272467E-2,.1653E-4,0
UNKNOWN,,2022-12-04T19:07:53.450688,12.64922281,.00542202,82.7166,159.5689,87.3284,273.4014,0,U,270021,999,13944,.15029384E-2,.291E-5,0
UNKNOWN,,2022-12-04T18:03:20.130912,12.46224098,.06405989,100.1371,338.2032,222.2107,132.7927,0,U,270022,999,13723,.73801249E-2,.2192E-4,0
UNKNOWN,,2022-12-04T14:45:30.834144,12.45095946,.00260647,73.6390,307.7263,220.4099,139.5011,0,U,270023,999,13725,.75011011E-3,.9E-6,0
UNKNOWN,,2022-12-04T12:00:32.826816,12.62385177,.00013146,51.9784,250.4575,71.3416,288.7593,0,U,270024,999,13944,.65636798E-4,-.92E-6,0
UNKNOWN,,2022-12-01T05:30:17.132544,14.15856127,.00828335,98.4739,320.1637,37.2453,323.4427,0,U,270025,999,15570,.5070844E-3,.99E-5,0
UNKNOWN,,2022-12-05T00:26:50.026848,11.90548899,.0394652,103.3176,80.5062,261.1490,94.4670,0,U,270026,999,13141,.1269443E-1,.1089E-4,0
UNKNOWN,,2022-12-02T12:20:03.991776,11.77138271,.0547652,100.9235,61.5078,263.1139,90.7322,0,U,270027,999,12963,.39788541E-1,.359E-4,0
UNKNOWN,,2022-12-03T06:30:04.050144,13.90214886,.00116829,82.5235,333.4749,17.3162,342.8398,0,U,270029,999,15296,.15846682E-2,.1976E-4,0
UNKNOWN,,2022-12-04T18:27:29.198880,13.00662175,.00391712,90.2592,350.5549,105.8871,254.6574,0,U,270030,999,14348,-.39898257E-3,-.114E-5,0
UNKNOWN,,2022-12-05T07:21:18.156960,12.99222162,.00127423,90.2541,350.7451,141.1386,219.0654,0,U,270031,999,14314,-.79951872E-3,-.23E-5,0
UNKNOWN,,2022-12-05T11:51:31.650912,11.79549538,.02688806,81.2771,253.8805,71.2432,291.7578,0,U,270032,999,13031,-.39767493E-1,-.2748E-4,0
UNKNOWN,,2022-12-04T13:36:29.111040,13.67472886,.05923946,81.9706,84.8324,205.0980,152.0279,0,U,270033,999,15087,.47160182E-3,.1392E-4,0
UNKNOWN,,2022-12-05T06:53:35.051136,13.07851591,.07003748,99.3556,354.3613,37.9078,326.9276,0,U,270034,999,14413,.17397124E-2,.1941E-4,0
UNKNOWN,,2022-12-05T03:49:39.911808,13.92459253,.01079719,82.4429,139.7225,225.1628,134.0727,0,U,270035,999,15336,.14782497E-2,.2008E-4,0
UNKNOWN,,2022-12-02T23:01:09.918048,13.71821421,.01062312,100.3402,58.3208,32.0541,328.7006,0,U,270036,999,15114,.89109618E-3,.789E-5,0
UNKNOWN,,2022-12-04T15:53:03.461568,13.87943005,.02332483,101.7258,110.7064,170.7089,189.8487,0,U,270037,999,15170,.64420067E-2,.9463E-4,0
UNKNOWN,,2022-12-04T15:23:08.642400,12.66462541,.02580209,102.5446,313.6078,345.9251,13.4732,0,U,270038,999,14008,-.17177491E-1,-.3758E-4,0
UNKNOWN,,2022-12-04T10:03:55.757376,13.97339390,.00162173,82.5542,219.7487,350.8765,9.2105,0,U,270039,999,15412,.13104623E-2,.1854E-4,0
UNKNOWN,,2022-12-05T10:18:52.426944,12.53233068,.00274289,101.5706,39.4830,215.5403,144.3843,0,U,270040,999,13829,.10685708E-3,-.27E-6,0
UNKNOWN,,2022-12-02T05:29:11.689728,13.90220105,.02340376,98.4136,163.5491,209.2790,149.5086,0,U,270041,999,15300,.60954944E-3,.902E-5,0
UNKNOWN,,2022-12-04T17:50:53.602080,12.26052221,.01383245,74.0191,139.7802,302.2766,56.4932,0,U,270042,999,13532,.54104442E-3,.47E-6,0
UNKNOWN,,2022-12-02T12:12:40.980960,13.82877559,.02718052,98.9561,62.3064,67.4591,295.5089,0,U,270043,999,15212,.10978254E-2,.155E-4,0
UNKNOWN,,2022-12-04T23:21:14.007456,12.99161343,.00132272,90.2550,343.7036,54.0718,306.1629,0,U,270044,999,14318,-.14448363E-2,-.422E-5,0
UNKNOWN,,2022-12-04T17:32:47.662944,12.95706251,.00374282,90.2567,343.8282,283.3573,76.3375,0,U,270045,999,14299,-.14869931E-3,-.35E-6,0
UNKNOWN,,2022-12-05T02:02:43.610208,12.62382001,.00596971,73.9933,110.9952,4.5221,355.6364,0,U,270046,999,13916,.1267165E-3,.6E-7,0
UNKNOWN,,2022-12-03T11:12:23.388768,13.92659726,.00241486,82.5210,235.0182,29.3515,330.9000,0,U,270048,999,15343,.10857029E-2,.142E-4,0
UNKNOWN,,2022-11-27T03:50:54.737664,14.61649904,.00208886,86.3667,124.4447,331.7568,28.2508,0,U,270049,999,15965,.16454777E-2,.8233E-4,0
UNKNOWN,,2022-12-04T15:35:37.049568,14.76275577,.0013236,86.4092,115.2756,209.0560,150.9924,0,U,270051,999,16209,.1899176E-2,.13211E-3,0
UNKNOWN,,2022-12-04T21:09:02.834784,14.98357784,.00429564,98.0225,316.2333,108.9147,251.6739,0,U,270052,999,16448,.42881665E-3,.5144E-4,0
UNKNOWN,,2022-12-05T09:29:07.899648,13.76298266,.00321362,82.9713,12.1170,225.7248,134.1271,0,U,270053,999,15173,.34638482E-3,.354E-5,0
UNKNOWN,,2022-12-05T09:36:17.786304,12.97326998,.00293096,90.2574,319.9793,172.5934,187.5626,0,U,270054,999,14319,.24294159E-2,.712E-5,0
UNKNOWN,,2022-12-02T18:13:18.406848,12.98350578,.00287946,90.2606,335.3310,163.2171,196.9909,0,U,270055,999,14304,.25660444E-2,.763E-5,0
UNKNOWN,,2022-12-05T02:11:14.346528,12.45315234,.00805849,101.5652,100.7922,98.1755,262.8463,0,U,270056,999,13753,.55175136E-3,.37E-6,0
UNKNOWN,,2022-12-02T18:44:44.377152,12.95677235,.00336122,90.2573,343.4526,322.9549,36.9250,0,U,270057,999,14274,.20769061E-2,.596E-5,0
UNKNOWN,,2022-12-04T06:38:19.531680,12.97158413,.00279242,90.2541,336.7199,198.5817,161.4286,0,U,270058,999,14312,.31648989E-3,.99E-6,0
UNKNOWN,,2022-12-04T18:58:39.562752,12.22852782,.0129402,74.0019,2.2396,172.5056,187.7954,0,U,270059,999,13502,-.33150027E-3,-.51E-6,0
UNKNOWN,,2022-12-04T22:15:01.849536,13.35751901,.05404598,30.0894,196.2442,50.2677,314.4272,0,U,270060,999,14762,.24479111E-2,.2965E-4,0
UNKNOWN,,2022-12-01T22:52:31.525824,12.18648641,.0491778,82.0707,49.2225,252.2456,102.4376,0,U,270061,999,13398,.87485758E-2,.1308E-4,0
UNKNOWN,,2022-12-05T01:34:16.189824,14.88908732,.00135714,86.4071,99.1583,322.3059,37.7215,0,U,270062,999,16305,.35268976E-2,.33291E-3,0
UNKNOWN,,2022-12-04T13:27:26.692704,14.22710740,.00371831,98.7241,272.4998,16.0997,344.1353,0,U,270063,999,15696,.11730584E-3,.221E-5,0
UNKNOWN,,2022-12-04T11:06:34.224768,14.45060632,.00103051,98.1126,242.8883,235.7033,124.3184,0,U,270064,999,15888,.11704929E-3,.368E-5,0
UNKNOWN,,2022-12-04T18:38:25.736928,12.22807698,.01318678,74.0015,3.2260,173.5444,186.7330,0,U,270065,999,13496,.13917257E-3,.1E-7,0
UNKNOWN,,2022-12-05T07:58:34.131072,14.60562845,.00101225,32.2239,342.3659,192.9454,167.0933,0,U,270066,999,16163,.77847342E-4,.42E-5,0
UNKNOWN,,2022-12-05T07:04:31.749888,12.95803500,.00280696,90.2554,344.4854,268.1764,91.6141,0,U,270067,999,14309,.32184653E-3,.98E-6,0
UNKNOWN,,2022-12-04T17:51:03.326400,13.45187704,.07359113,62.8021,139.4901,199.7284,157.3847,0,U,270070,999,14848,.43934382E-3,.1293E-4,0
UNKNOWN,,2022-12-04T09:52:53.096160,11.27780074,.01683731,64.7964,215.0708,264.5613,93.6083,0,U,270071,999,12451,-.227334E-4,-.44E-6,0
UNKNOWN,,2022-12-03T00:05:34.754208,11.27733007,.01686961,64.8105,225.7803,249.9731,108.2961,0,U,270072,999,12428,-.95676242E-3,-.77E-6,0
UNKNOWN,,2022-12-03T09:27:09.869472,13.21038329,.01622257,100.3469,32.3349,181.1831,178.8922,0,U,270073,999,14560,.97334E-3,.382E-5,0
UNKNOWN,,2022-12-01T09:30:58.399200,12.85027957,.03900197,63.3100,206.2439,352.3139,7.1986,0,U,270074,999,14133,.66048359E-3,.147E-5,0
UNKNOWN,,2022-12-04T11:22:40.716768,13.91691968,.01852259,99.3765,249.9624,308.5174,49.9502,0,U,270075,999,15284,.21448814E-2,.3086E-4,0
UNKNOWN,,2022-12-05T01:41:56.020992,14.61465402,.00271254,86.3537,108.3800,283.9765,75.8429,0,U,270076,999,16078,.25336232E-2,.12649E-3,0
UNKNOWN,,2022-12-04T02:19:09.820416,13.62408101,.02817245,98.3619,277.0013,328.8675,29.6039,0,U,270077,999,15027,.11185873E-2,.1095E-4,0
UNKNOWN,,2022-12-05T06:42:22.079808,14.33162554,.00163997,86.3976,180.2906,224.6786,135.3088,0,U,270078,999,15825,.15947472E-3,.458E-5,0
UNKNOWN,,2022-12-03T15:55:50.560896,12.38162241,.01630949,56.0478,100.3947,18.5659,342.1101,0,U,270079,999,13647,.13701465E-3,-.74E-6,0
UNKNOWN,,2022-11-22T06:39:40.859136,13.43938531,.01828338,90.3357,335.0960,249.4337,108.7112,0,U,270080,999,14656,.18482536E-2,.1187E-4,0
UNKNOWN,,2022-12-02T16:21:30.049056,12.95562556,.0027662,90.2786,319.7711,253.0370,106.7717,0,U,270081,999,14256,.29154514E-3,.9E-6,0
UNKNOWN,,2022-12-04T14:37:14.443680,13.90921298,.02391646,74.0166,95.9555,142.9917,218.7982,0,U,270082,999,15337,.96863265E-3,.1508E-4,0
UNKNOWN,,2022-12-03T11:34:26.590080,14.61047700,.00498643,74.0441,243.6901,3.3002,356.8483,0,U,270083,999,16073,.78824899E-3,.391E-4,0
UNKNOWN,,2022-12-04T16:01:05.461248,13.55294191,.04906899,72.8825,303.6742,312.0326,43.9972,0,U,270084,999,14919,.28786491E-2,.4304E-4,0
UNKNOWN,,2022-12-04T12:18:25.531200,12.75217544,.06768595,99.2737,59.9234,278.7177,73.7879,0,U,270085,999,14043,.56978841E-2,.3099E-4,0
UNKNOWN,,2022-12-04T18:44:29.090400,14.43150231,.00536578,86.3703,164.6694,244.7853,114.7780,0,U,270086,999,15899,.13727042E-2,.4709E-4,0
UNKNOWN,,2022-12-05T13:03:39.118464,12.73700536,.07640902,72.8198,65.2486,207.7618,148.0621,0,U,270087,999,14063,.31160162E-2,.2153E-4,0
UNKNOWN,,2022-12-02T03:53:28.030272,12.25812292,.01357647,74.0227,148.9154,307.3997,51.4744,0,U,270088,999,13498,.57794977E-3,.51E-6,0
UNKNOWN,,2022-12-05T02:03:02.515392,14.22337730,.00374762,98.7345,273.6283,21.2436,339.0288,0,U,270089,999,15706,.12761501E-3,.242E-5,0
UNKNOWN,,2022-12-03T00:10:27.916320,14.45010328,.00113079,98.1095,240.7369,242.3960,117.6085,0,U,270090,999,15867,.11586606E-3,.363E-5,0
UNKNOWN,,2022-12-05T06:54:21.612096,12.95016861,.00292584,90.2526,341.3521,282.8294,76.9557,0,U,270091,999,14302,.30866E-3,.94E-6,0
UNKNOWN,,2022-12-01T03:50:41.391456,12.33842328,.01897942,82.1240,137.9143,61.0480,300.9478,0,U,270092,999,13559,.11091284E-1,.1463E-4,0
UNKNOWN,,2022-12-05T06:46:06.540960,12.92177912,.00311518,90.2575,337.1875,50.4416,309.9446,0,U,270093,999,14265,.63860077E-3,.18E-5,0
UNKNOWN,,2022-12-05T03:44:45.414816,12.23734796,.01202495,102.4247,304.0417,44.7535,316.3145,0,U,270094,999,13509,.52699882E-3,.14E-6,0
UNKNOWN,,2022-12-04T18:23:18.018528,12.96556335,.00254668,90.2562,342.4486,245.6870,114.1591,0,U,270095,999,14297,.1685153E-2,.491E-5,0
UNKNOWN,,2022-12-05T06:08:25.283616,14.30999371,.00124316,98.6839,335.6307,284.3911,75.5891,0,U,270096,999,15752,.1152599E-3,.259E-5,0
UNKNOWN,,2022-12-05T07:58:50.442528,12.98621622,.00094492,90.2615,349.4319,139.2992,220.8837,0,U,270097,999,14268,.37467838E-2,.1113E-4,0
UNKNOWN,,2022-12-05T10:17:00.843936,12.47769990,.01660844,101.9828,37.4909,317.2926,41.5333,0,U,270099,999,13754,.20929286E-1,.3204E-4,0
